Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Amp_1 count	Amp_2 count	Amp_3 count	Amp_4 count	Amp_5 count	Amp_6 count	Nic_1 count	Nic_4 count	Nic_5 count	Nic_6 count	Nic_7 count	Oxy_1 count	Oxy_2 count	Oxy_3 count	Oxy_4 count	Oxy_5 count	Oxy_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Amp_1 normalised count	Amp_2 normalised count	Amp_3 normalised count	Amp_4 normalised count	Amp_5 normalised count	Amp_6 normalised count	Nic_1 normalised count	Nic_4 normalised count	Nic_5 normalised count	Nic_6 normalised count	Nic_7 normalised count	Oxy_1 normalised count	Oxy_2 normalised count	Oxy_3 normalised count	Oxy_4 normalised count	Oxy_5 normalised count	Oxy_6 normalised count
ENSDARG00000098761	2.2473214423911897e-18	4.413943614805604e-15	-1.571626239415671	22	24246213	24248420	-1	protein_coding	rgs2	regulator of G protein signaling 2 [Source:ZFIN;Acc:ZDB-GENE-040718-410]	144	163	195	167	122	39	26	57	52	38	50	129	254	242	152	183	42	42	56	51	47	74	158.70642909290714	153.38697828338704	162.40752739902297	167.7207750128305	112.08095365517046	35.84556320170778	25.81009666757611	54.46924033753128	60.13288894209683	40.160017659994296	60.45337319879895	135.75938459204062	215.03216922757326	239.71173155057065	170.47275581540464	179.2056940797985	41.64716204509297	42.316103414544855	48.23448385996266	56.45796482491313	47.77376596636513	67.72852170405321
ENSDARG00000075048	7.147948318137496e-18	1.2869285284446716e-14	0.483548170824303	14	34068075	34092744	1	protein_coding	lonrf1	LON peptidase N-terminal domain and ring finger 1 [Source:ZFIN;Acc:ZDB-GENE-101021-4]	541	698	724	584	680	801	837	854	587	697	636	611	810	681	587	678	784	910	1005	743	854	979	596.2512370782136	656.8350358392893	602.9899991635519	586.5205545358863	624.7135121763599	736.2127211427676	830.8865734908156	816.0830043552933	678.8078040194391	736.6192712898953	768.9669070887227	643.015379734394	685.7325081666706	674.5606991154489	658.3388662081745	663.9424075743353	777.4136915084022	916.8489073151386	865.6367192725442	822.5150561747148	868.0594922399112	896.030037138758
ENSDARG00000079227	1.7261015333655214e-16	2.8686479714124683e-13	-1.2693510208175822	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	234	404	341	358	383	94	100	97	130	117	124	453	801	622	643	669	107	143	147	167	102	163	257.8979472759741	380.1738602852047	284.0049581695735	359.5451344586426	351.86069876992036	86.39699848616748	99.26960256760043	92.69326864457078	150.33222235524207	123.65058068998243	149.9243655330214	476.7364435673985	678.1132580759298	616.1185827456816	721.144618350692	655.1290127835256	106.1011033053559	144.0762568638075	126.61552013240198	184.8721593286371	103.67923677806901	149.18579780757665
ENSDARG00000077799	4.952683960084881e-16	7.64305263983099e-13	-0.9384947560985064	23	45579497	45581626	1	protein_coding	egr4	early growth response 4 [Source:ZFIN;Acc:ZDB-GENE-080204-90]	338	383	428	233	396	169	166	199	170	148	169	161	229	194	175	205	145	172	197	171	159	239	372.51925717640705	360.4123477456272	356.4637011629838	234.00563220352998	363.80375120858605	155.33077387406706	164.7875402622167	190.1645408275215	196.58829077223962	156.41270035997778	204.33240141194045	169.43613115750807	193.8675856421822	192.16560297855665	196.26797544536717	200.74954801288902	143.78186896520194	173.29451874527894	169.6820235787972	189.30023500117932	161.6176338011076	218.74482009822592
ENSDARG00000021443	2.806998138960909e-15	4.0430129861500286e-12	-0.36851614026933377	20	9575374	9580446	-1	protein_coding	zfp36l1b	zinc finger protein 36, C3H type-like 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2391]	1593	2143	2403	1824	2224	1934	1541	1763	1459	1547	1348	1444	1878	1627	1484	1658	1476	1562	1654	1364	1487	1634	1755.6898718402852	2016.6153034435486	2001.360453024883	1831.8724169066038	2043.1806633532713	1777.5722880026372	1529.7445755667227	1684.7240476327659	1687.190095509986	1634.9354557897677	1629.8229414396196	1519.6631887667183	1589.883518934577	1611.615649722225	1664.3524317767137	1623.6231736847317	1463.6002661561245	1573.7560365123588	1424.6399340067544	1509.9738043368923	1511.4806381273395	1495.5189792489587
ENSDARG00000091131	1.7410726590636303e-11	2.3509921749418582e-8	0.5024539983636022	22	786556	809282	1	protein_coding	cry3b	cryptochrome circadian regulator 3b [Source:ZFIN;Acc:ZDB-GENE-010426-5]	578	817	727	516	769	873	961	914	713	876	699	725	859	778	667	803	896	883	1118	769	986	991	637.0299723312522	768.8169402302282	605.4885765081524	518.227065309105	706.4774865641482	802.3891455151511	953.9808806746402	873.4190468158525	824.5144195329815	925.7940913198685	845.1381573192093	762.9887893738718	727.2150919940372	770.6435006047271	748.0613692689137	786.3506685578043	888.4727902953167	889.645697977217	962.9670170613974	851.2975480462391	1002.2326221880005	907.0130406583341
ENSDARG00000074378	2.142278415805901e-11	2.7225838337344996e-8	-0.6105089536945665	1	51732979	51734535	-1	protein_coding	junba	JunB proto-oncogene, AP-1 transcription factor subunit a [Source:ZFIN;Acc:ZDB-GENE-040426-2172]	265	437	367	350	418	257	236	283	238	239	187	294	382	376	328	380	227	237	256	220	196	268	292.0639146501416	411.2276657045407	305.6592951561099	351.5106063143154	384.0150707201742	236.21307032920257	234.27626205953703	270.4350002723044	275.22360708113547	252.58537422996412	226.09561576350808	309.40510907023213	323.39483718477555	372.44467381410976	367.8622625490311	372.1211133897455	225.09299486276439	238.78372641064598	220.5004976455436	243.54416198982133	199.2267687107993	245.28707860386837
ENSDARG00000105590	6.938791508872786e-11	7.903149070172792e-8	0.6433949110459668	7	2021025	2047639	-1	protein_coding	si:cabz01007794.1	si:cabz01007794.1 [Source:ZFIN;Acc:ZDB-GENE-160728-147]	941	871	1572	999	1092	1404	1506	1408	1190	1557	1044	908	1293	1066	1012	1212	1803	1486	2149	1526	1503	1471	1037.1024290029557	819.6322581891417	1309.2545285705853	1003.3117020228603	1003.2164048479192	1290.44027526148	1495.0002146680627	1345.4857964077903	1376.1180354056773	1645.5038814897662	1262.266432390922	955.5776837951387	1094.6322630364261	1055.9202720368112	1134.989663718352	1186.8704984957146	1787.8531706500626	1497.1840398574682	1850.998318126067	1689.3108690748516	1527.744047818017	1346.333181441382
ENSDARG00000100504	6.950235238754132e-11	7.903149070172792e-8	-0.6812410663343026	6	18196961	18199062	-1	protein_coding	ppp1r27b	protein phosphatase 1, regulatory subunit 27b [Source:ZFIN;Acc:ZDB-GENE-051023-5]	294	374	444	448	344	379	295	300	320	281	267	196	255	252	205	252	232	173	273	221	201	291	324.0256260646854	351.94312808580827	369.7894470008523	449.9335760823237	316.03154145392324	348.3453449601859	292.8453275744213	286.68021230279624	370.04854733598046	296.97276216995783	322.8210128815864	206.27007271348808	215.87875257098892	249.61717500307358	229.9139140931444	246.77505414267333	230.05099034432308	174.3020450170538	235.14310881731797	244.65118090795687	204.30908423913598	266.33783534972275
ENSDARG00000100106	1.1539020776101651e-10	1.246502719338381e-7	-1.077786956799229	12	43852970	43982343	-1	protein_coding	CR385054.1	NA	133	233	244	217	189	79	65	71	99	108	75	170	335	265	212	279	91	111	127	87	57	88	146.58302131497672	219.25868674864526	203.21762402749542	217.93657591487556	173.6336085313706	72.61024340858756	64.52524166894028	67.84765024499511	114.48376933206896	114.13899755998379	90.68005979819843	178.90771612904578	283.60542004424036	262.49425149132736	237.7646331109591	273.2152385151026	90.23551776436811	111.83541616701142	109.3889187538439	96.31064587779298	57.93839702303857	80.54202581022544
ENSDARG00000113076	2.0425958793505158e-10	2.1014420939699e-7	-1.3196005419945598	12	43848634	44024244	-1	protein_coding	si:ch211-182p11.1	si:ch211-182p11.1 [Source:ZFIN;Acc:ZDB-GENE-131127-323]	386	851	699	616	532	180	191	149	274	205	224	569	966	888	699	802	233	226	296	276	141	262	425.42140020737605	800.8117700562108	582.1685212918824	618.6586671131952	488.74645364385805	165.441060930959	189.60494090411683	142.38450544372213	316.8540686564333	216.6527268499692	270.83111193061933	598.814649867218	817.7995097395109	879.6033785822592	783.9503704932094	785.3714024699366	231.04258944063483	227.70093742112235	254.9537004026598	305.5372214054122	143.3212978990954	239.79557684408027
ENSDARG00000069946	2.2886752740393171e-10	2.2017066532784373e-7	0.5507683786461968	1	31019165	31064706	1	protein_coding	itga6b	integrin, alpha 6b [Source:ZFIN;Acc:ZDB-GENE-050320-5]	659	848	1159	741	922	1202	1156	1403	969	1215	850	948	988	1102	953	982	1289	1243	1543	1064	1019	1209	726.3023386960125	797.9886968362712	965.2837141306032	744.1981693683078	847.0380268038292	1104.7786402167374	1147.556605681461	1340.7077928694105	1120.553257401766	1284.0637225498176	1027.707344379582	997.673617001973	836.424343294655	1091.5798684658218	1068.8193177110568	961.6392982861317	1278.1712351458295	1252.3551558161728	1329.032296355757	1177.8681288962268	1035.7759046750227	1106.5376045973017
ENSDARG00000007769	2.6384690527377004e-10	2.2017066532784373e-7	-1.2986974904614996	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	54	195	129	170	151	74	46	70	76	68	42	381	480	396	468	400	56	61	67	49	33	65	59.514910909840175	183.4997592960765	107.4388258178152	170.73372306695322	138.72314755680932	68.01465838272759	45.6640171810962	66.89204953731912	87.88652999229537	71.8652947599898	50.78083348699112	400.9637637950967	406.3600048395085	392.25556071911564	524.8766429053248	391.70643514710054	55.529549393457295	61.45910257826753	57.709114618169615	54.24392698864202	33.543282487022324	59.49126906437106
ENSDARG00000093936	2.6525775971453017e-10	2.2017066532784373e-7	-1.8730980811647602	18	7591381	7593581	1	protein_coding	si:dkeyp-1h4.6	si:dkeyp-1h4.6 [Source:ZFIN;Acc:ZDB-GENE-060503-841]	266	804	513	966	562	126	98	70	158	128	190	772	1163	1593	1154	1201	164	135	184	182	148	177	293.16604262995344	756.5836229438231	427.25672592666047	970.1692734275106	516.3073438869327	115.8087426516713	97.28421051624842	66.89204953731912	182.71147024714037	135.27584895998078	229.72281815543602	812.4515108919021	984.5764283923926	1577.937141983715	1294.2471066511641	1176.0985715291692	162.62225179512492	136.0160466896085	158.48473268273446	201.47744310067037	150.43653963876682	161.9993019137489
ENSDARG00000020573	2.724898403203369e-10	2.2017066532784373e-7	0.18123191196889027	9	33334501	33354738	1	protein_coding	ddx3xa	DEAD-box helicase 3 X-linked a [Source:ZFIN;Acc:ZDB-GENE-030131-1565]	1966	2369	2659	2128	2444	2596	2553	2611	2039	2275	1951	2386	2868	2496	2163	2536	2534	2498	2882	2231	2458	2714	2166.783608310107	2229.286819345668	2214.57238643078	2137.184486391038	2245.2938584691524	2386.0277454264974	2534.352953550839	2495.0734477420033	2357.9030875564504	2404.3168467496585	2358.890622217135	2511.0224157876664	2428.0010289160637	2472.398685744729	2425.8721765047385	2483.418798832617	2512.7121100539425	2516.800626893644	2482.353258650221	2469.759206360415	2498.4663137303296	2483.9892960108164
ENSDARG00000074150	2.7345009932717016e-10	2.2017066532784373e-7	-1.7727477860655247	12	46231498	46252062	-1	protein_coding	si:ch211-226h7.5	si:ch211-226h7.5 [Source:ZFIN;Acc:ZDB-GENE-130531-3]	25	84	73	59	50	12	14	12	12	14	9	46	112	107	88	59	8	18	19	12	13	29	27.55319949529638	79.04605015830988	60.79871538527527	59.25464506441317	45.93481707179117	11.029404062063934	13.897744359464062	11.46720849211185	13.876820525099268	14.795795979997898	10.881607175783811	48.41032318785945	94.817334462552	105.98824494178125	98.69475336681322	57.77669918419733	7.932792770493899	18.135472891947796	16.365271309630188	13.284227017626618	13.214020373675462	26.542258505642472
ENSDARG00000043093	2.751496396135978e-10	2.2017066532784373e-7	-0.9429828415428616	8	19356072	19359834	1	protein_coding	mpeg1.2	macrophage expressed 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050522-305]	516	970	862	890	811	413	286	264	442	389	337	741	1298	1068	1093	1115	422	441	508	388	300	395	568.6980375829172	912.7936744471498	717.9245570151683	893.8412560564021	745.0627329044528	379.5953231360337	283.9110633433372	252.27858682646067	511.129556007823	411.1117597299416	407.4557353599049	779.8271626566054	1098.8651797535044	1057.9013607273118	1225.8336980673505	1091.8816879725427	418.4548186435532	444.319085852721	437.5556750153756	429.523340236594	304.938931700203	361.5238658527164
ENSDARG00000044356	3.1362041379999563e-10	2.419917514338895e-7	0.5082960500429337	6	28795780	28914225	1	protein_coding	tp63	tumor protein p63 [Source:ZFIN;Acc:ZDB-GENE-030819-1]	431	583	750	513	544	633	672	687	595	740	532	537	673	664	526	622	842	679	982	680	665	827	475.0171592989096	548.6172290749364	624.6443361500884	515.2141172549823	499.77080974108793	581.8010642738725	667.0917292542749	656.4976861734034	688.0590177028387	782.0635017998889	643.2238908352208	565.1379033017505	569.7505901187276	657.7214452461939	589.9254576243608	609.1035066537413	834.9264390944829	684.1103385351419	845.8261276872024	752.772864332175	675.9479652687833	756.9119925574595
ENSDARG00000093494	3.3551735841069774e-10	2.4996043201596983e-7	-0.5462030187578848	1	52398205	52400660	1	protein_coding	si:ch211-217k17.9	si:ch211-217k17.9 [Source:ZFIN;Acc:ZDB-GENE-061207-21]	585	809	1035	731	804	537	368	433	376	482	342	739	831	745	698	844	498	478	617	563	477	508	644.7448681899352	761.2887449770559	862.0091838871219	734.1550091878988	738.631858514402	493.565831777361	365.3121374487696	413.77510642370254	434.80704311977706	509.39811873992767	413.50107267978484	777.7223659962638	703.5107583783991	737.9555372114675	782.8288392049502	826.5005781603821	493.8163499632452	481.5975579083915	531.4406525285171	623.2516509103154	484.85290140332273	464.9471489953923
ENSDARG00000028507	3.531323433558172e-10	2.5431414260674764e-7	0.5456128316524301	8	13106760	13159587	1	protein_coding	itgb4	integrin, beta 4 [Source:ZFIN;Acc:ZDB-GENE-030131-7209]	1090	1210	1624	1316	1332	1819	1783	2056	1407	1831	1282	1540	1644	1522	1320	1432	1971	1668	2651	1505	1816	1633	1201.3194979949221	1138.639532042321	1352.563202543658	1321.679879741826	1223.7035267925169	1671.873832407858	1769.9770137803157	1964.7150549818302	1627.0572065678891	1935.078745669725	1550.024488817205	1620.6934284631207	1391.7830165753167	1507.6084934709443	1480.4213005021982	1402.30903782662	1954.4418188304344	1680.553821320496	2283.3860127278754	1666.063471794005	1845.8969998918953	1494.6037289556607
ENSDARG00000070041	3.898521219085712e-10	2.7170177722047354e-7	-1.526332129011817	12	30528623	30540755	-1	protein_coding	zgc:153920	zgc:153920 [Source:ZFIN;Acc:ZDB-GENE-061013-702]	34	94	58	77	82	9	17	8	14	14	20	61	124	68	77	95	26	22	28	28	18	17	37.47235131360307	88.45629422477533	48.305828662273505	77.3323333891494	75.33309999773752	8.27205304654795	16.875832436492075	7.6448056614079	16.189623945949144	14.795795979997898	24.18134927951958	64.19629814042231	104.97633458353971	67.35701547701986	86.35790919596155	93.03027834743638	25.78157650410517	22.165577979047306	24.11724192998133	30.996529707795442	18.296335902012178	15.559254986066277
ENSDARG00000039117	5.765119490441973e-10	3.892356455968713e-7	0.2974137931499859	12	19144833	19153177	-1	protein_coding	tefa	TEF transcription factor, PAR bZIP family member a [Source:ZFIN;Acc:ZDB-GENE-990415-264]	1363	1667	1910	1442	1647	1677	1546	1630	1349	1472	1172	1349	1668	1458	1189	1569	1844	1853	2019	1896	1768	2101	1502.2004364835584	1568.6876858797925	1590.7609093955584	1448.2236980149796	1513.0928743448012	1541.3592176734346	1534.7080556951028	1557.6291535118596	1559.9859073632426	1555.672263039779	1417.0270677798474	1419.685347400487	1412.1010168172922	1444.2136553749256	1333.5007017402377	1536.4684918645019	1828.5087335988437	1866.9461815988482	1739.0254091654394	2098.9078687850056	1797.106770819863	1922.9408662191322
ENSDARG00000068951	7.310417682962821e-10	4.685874134142054e-7	-2.075207286799081	18	15758375	15768336	1	protein_coding	si:ch211-219a15.4	si:ch211-219a15.4 [Source:ZFIN;Acc:ZDB-GENE-060503-308]	47	119	59	134	103	14	8	11	21	24	18	150	380	260	248	289	26	22	16	18	11	36	51.80001505115719	111.981904390939	49.138687777140284	134.57834641748076	94.62572316788982	12.867638072407923	7.941568205408035	10.511607784435862	24.28443591892372	25.364221679996398	21.763214351567623	157.85974952562864	321.70167049794424	257.5415297650759	278.13975948829176	283.0078993937801	25.78157650410517	22.165577979047306	13.781281102846474	19.926340526439926	11.181094162340775	32.94901055872859
ENSDARG00000058606	7.374205996798418e-10	4.685874134142054e-7	-0.3542987010841885	9	9112159	9122562	1	protein_coding	sik1	salt-inducible kinase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9446]	1215	1474	1580	1234	1434	1278	1308	1543	1032	1188	1167	1142	1369	1252	1113	1318	1002	1059	1225	904	1092	1058	1339.0854954714039	1387.069975397009	1315.9174014895195	1239.325966262472	1317.4105536189707	1174.6315326098088	1298.4464015842136	1474.4918919440486	1193.406565158537	1255.5289731598216	1410.9817304599676	1201.8388930551193	1158.9725971360149	1240.1615202533656	1248.2643238325352	1290.6727038096963	993.5822945043609	1066.9703218095954	1055.1293344366832	1000.7451019945386	1109.977711388739	968.3348103093012
ENSDARG00000053761	9.528232028973887e-10	5.881641513885167e-7	-0.9172764242676007	7	2228276	2234151	1	protein_coding	si:dkey-187j14.4	si:dkey-187j14.4 [Source:ZFIN;Acc:ZDB-GENE-131119-26]	124	188	209	226	215	78	60	71	59	74	87	169	317	233	244	291	95	82	112	105	74	126	136.66386949667003	176.91258844955067	174.06755500715798	226.97542007724368	197.51971340870202	71.69112640341557	59.56176154056026	67.84765024499511	68.2277009150714	78.20635017998889	105.18886936591018	177.85531779887492	268.3669198627588	230.79683244331804	273.6536343352548	284.96643156951563	94.20191414961505	82.61715428553997	96.46896771992532	116.23698640423291	75.21826981938341	115.32153695555006
ENSDARG00000076196	1.6010189443175188e-9	9.608337303327776e-7	-1.5190745378457975	12	46209859	46228023	-1	protein_coding	si:ch211-226h7.6	si:ch211-226h7.6 [Source:ZFIN;Acc:ZDB-GENE-130531-12]	35	58	34	33	32	11	13	9	11	8	14	43	78	53	47	76	14	12	20	9	9	15	38.57447929341493	54.57941558549968	28.317209905470673	33.14242859534974	29.398282925946347	10.110287056891938	12.905048333788056	8.600406369083887	12.720418814674328	8.454740559998799	16.926944495663708	45.253128197346875	66.03350078642013	52.498850298265474	52.711970548184325	74.4242226779491	13.882387348364324	12.090315261298532	17.226601378558094	9.963170263219963	9.148167951006089	13.728754399470246
ENSDARG00000035309	1.96757105734855e-9	1.1489019647031198e-6	0.4133769282350684	16	8258203	8280885	-1	protein_coding	entpd3	ectonucleoside triphosphate diphosphohydrolase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6186]	308	342	444	340	348	496	406	425	406	423	324	314	426	340	357	398	488	456	522	425	414	463	339.45541778205137	321.8303470731188	369.7894470008523	341.46744613390644	319.7063268196665	455.88203456530925	403.03458642445776	406.13030076229467	469.4990944325252	447.0444071099365	391.7378583282172	330.45307567364927	360.6445042950638	336.78507738509927	400.38666990854904	389.747902971365	483.9003590001279	459.4319799293442	449.61429598036625	470.4830402076094	420.8157257462801	423.76088579698154
ENSDARG00000026759	5.005333607272935e-9	2.8457955943455728e-6	0.44436847739658225	6	102506	109626	1	protein_coding	ldlrb	low density lipoprotein receptor b [Source:ZFIN;Acc:ZDB-GENE-040426-1254]	339	362	462	378	413	375	400	381	286	425	299	513	665	477	424	519	564	504	581	438	526	490	373.6213851562189	340.6508352060497	384.78091106845443	379.63145481946066	379.42158901299507	344.6688769394979	397.0784102704017	364.0838696245512	330.7308891815325	449.1580922499362	361.5111717288177	539.88034337765	562.9779233714024	472.4896526843893	475.5292662219182	508.23909960336294	559.2618903198199	507.7932409745383	500.4327700471126	484.87428614337153	534.6595935810226	448.472643716028
