Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Amp_1 count	Amp_2 count	Amp_3 count	Amp_4 count	Amp_5 count	Amp_6 count	Nic_1 count	Nic_4 count	Nic_5 count	Nic_6 count	Nic_7 count	Oxy_1 count	Oxy_2 count	Oxy_3 count	Oxy_4 count	Oxy_5 count	Oxy_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Amp_1 normalised count	Amp_2 normalised count	Amp_3 normalised count	Amp_4 normalised count	Amp_5 normalised count	Amp_6 normalised count	Nic_1 normalised count	Nic_4 normalised count	Nic_5 normalised count	Nic_6 normalised count	Nic_7 normalised count	Oxy_1 normalised count	Oxy_2 normalised count	Oxy_3 normalised count	Oxy_4 normalised count	Oxy_5 normalised count	Oxy_6 normalised count
ENSDARG00000039490	1.5028840052534994e-14	3.027628141492504e-11	0.6084675577935936	15	28410664	28425011	1	protein_coding	pitpnaa	phosphatidylinositol transfer protein, alpha a [Source:ZFIN;Acc:ZDB-GENE-040426-744]	324	401	420	388	347	347	305	354	308	353	258	502	610	559	476	612	429	380	432	443	369	441	357.08946545904104	377.350787065265	349.8008282440495	389.6746149998697	318.7876304782307	318.9336007946821	302.7722878311813	338.28265051729954	356.1717268108812	373.065427209947	311.9394057058026	528.3039617457705	516.4158394835421	553.7142889949132	533.8488932113987	599.3108457750637	425.39601231773537	382.8599832744535	372.09458977685483	490.4093807340493	375.0748859912497	403.6253793444252
ENSDARG00000004748	1.840667992905447e-14	3.399100226898725e-11	0.9453038228230849	3	39472342	39488639	-1	protein_coding	zgc:100868	zgc:100868 [Source:ZFIN;Acc:ZDB-GENE-040801-33]	1952	2906	3461	3418	2495	1724	1431	1531	1791	1837	1615	3919	6573	5409	4523	5988	1949	1685	2360	1949	1582	1919	2151.353816592741	2734.616925714863	2882.5253965539414	3432.7521496638005	2292.1473718823795	1584.5577169165183	1420.5480127423623	1463.0246834519367	2071.1154633710657	1941.4198010897242	1952.6439543212061	4124.3490559395905	5564.59231627102	5357.8543634588295	5072.686016796547	5863.845334152094	1932.6266387115763	1697.6817679406688	2032.738962669855	2157.57987144619	1608.044633165737	1756.3653128388933
ENSDARG00000102808	2.1525115099924383e-14	3.669204235494802e-11	0.682117743544496	2	55783896	55797318	-1	protein_coding	calr3b	calreticulin 3b [Source:ZFIN;Acc:ZDB-GENE-030131-9907]	369	461	446	434	456	436	401	329	314	330	352	555	931	723	550	617	516	449	549	381	465	458	406.68522455057456	433.8122514640578	371.4551652305859	435.8731518297511	418.92553169473547	400.73501425498955	398.07110629607774	314.39263282539986	363.11013707343085	348.7580480999505	425.5917473195446	584.0810732448259	788.1690927199635	716.163561615961	616.8422085425826	604.2071762144026	511.6651336968565	452.37929602692003	472.87020784141964	421.77420780964513	472.65534413531464	419.18463433049146
ENSDARG00000059294	2.335336610338361e-14	3.696504234649863e-11	1.3129715057113596	9	795609	813693	-1	protein_coding	marco	macrophage receptor with collagenous structure [Source:ZFIN;Acc:ZDB-GENE-120514-2]	59	70	89	73	53	81	72	89	131	83	64	131	217	148	178	148	78	85	80	70	65	92	65.02555080889945	65.87170846525824	74.12446122314383	73.31506931698578	48.69090609609864	74.44847741893155	71.47411384867232	85.04846298316288	151.488624065667	87.71793330998754	77.38031769446266	137.86418125238234	183.7085855211945	146.60056309704322	199.6325693101449	144.93138100442718	77.34472951231552	85.63973310086459	68.90640551423238	77.4913242694886	66.07010186837731	84.2030269834175
ENSDARG00000058731	4.547661987292114e-14	6.71841264255955e-11	1.6255263835067286	8	12854105	12867434	-1	protein_coding	slc2a6	solute carrier family 2 member 6 [Source:ZFIN;Acc:ZDB-GENE-081104-301]	44	38	68	77	29	41	35	47	68	43	31	113	173	170	138	169	36	32	28	25	27	37	48.493631111721626	35.758927452568756	56.634419810941345	77.3323333891494	26.64219390163888	37.68379721205177	34.744360898660155	44.913233260771406	78.63531630889585	45.444230509993545	37.48109138325535	118.9210113093069	146.4589184109062	168.39253869254964	154.77131777977527	165.49596884964996	35.69756746722255	32.240840696796084	24.11724192998133	27.675472953388788	27.44450385301827	33.864260852026604
ENSDARG00000030896	7.700243054764201e-14	1.0664836630848419e-10	-0.9714273872760771	2	720779	722170	-1	protein_coding	foxq1a	forkhead box Q1a [Source:ZFIN;Acc:ZDB-GENE-070424-74]	179	211	240	130	232	84	124	110	93	110	101	77	108	100	99	100	145	155	170	144	141	182	197.28090838632207	198.55614980242123	199.88618756802828	130.56108234531715	213.13755121311104	77.20582843444753	123.09430718382454	105.11607784435861	107.54535906951932	116.25268269998348	122.11581386157388	81.03467142315604	91.43100108888942	99.0544345250292	111.03159753766487	97.92660878677513	143.78186896520194	156.16657212510603	146.4261117177438	159.4107242115194	143.3212978990954	166.57555338023897
ENSDARG00000117300	2.950965842624699e-13	3.846670768974313e-10	2.047523143718262	18	38859119	38865170	-1	lincRNA	BX936456.1	NA	15	10	17	27	22	9	17	16	16	15	13	49	100	64	61	93	27	13	23	15	6	30	16.531919697177827	9.410244066465461	14.158604952735336	27.116532487104333	20.211319511588115	8.27205304654795	16.875832436492075	15.2896113228158	18.502427366799022	15.852638549997748	15.717877031687728	51.56751817837202	84.65833434156428	63.39483809601869	68.4134085838137	91.07174617170087	26.77317560041691	13.097841533073408	19.810591585341808	16.60528377203327	6.098778634004059	27.45750879894049
ENSDARG00000102758	6.24891371636633e-13	7.693107108593215e-10	1.2497511647093371	8	52479026	52490474	1	protein_coding	FO704661.1	gamma-glutamyl hydrolase [Source:NCBI gene;Acc:553228]	70	110	103	96	84	53	42	50	84	58	59	150	258	197	200	256	51	46	50	61	38	66	77.14895858682986	103.51268473112007	85.78448883127881	96.41433773192652	77.17049268060917	48.713201274115704	41.69323307839218	47.78003538379937	97.13774367569488	61.296869059991295	71.33498037458276	157.85974952562864	218.41850260123584	195.13723601430752	224.3062576518482	250.69211849414432	50.57155391189861	46.34620850164437	43.06650344639523	67.52815400626864	38.625598015359046	60.406519357669076
ENSDARG00000004754	1.1870840058275687e-12	1.3845148194283642e-9	0.6225741041653835	21	43137500	43171249	-1	protein_coding	hspa4a	heat shock protein 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2832]	399	377	402	397	389	359	328	415	287	328	323	563	655	585	534	584	409	386	363	420	368	432	439.7490639449302	354.7662013057479	334.8093641764474	398.71345916223777	357.3728768185353	329.963004856746	325.60429642172943	396.57429368553477	331.8872908919575	346.64436295995074	390.5287908642412	592.5002598861928	554.5120899372461	579.4684419714208	598.8977079304348	571.8913953147668	405.5640303915006	388.90514090510277	312.6628150208294	464.94794561693163	374.05842288558233	395.38812670474306
ENSDARG00000099960	1.8135244625279271e-12	2.009385104480943e-9	0.7529158489925946	2	19163965	19215112	1	protein_coding	elovl1a	ELOVL fatty acid elongase 1a [Source:ZFIN;Acc:ZDB-GENE-041010-66]	110	121	178	130	129	104	106	140	113	115	82	188	248	191	205	247	134	122	173	129	136	140	121.23407777930406	113.86395320423209	148.24892244628765	130.56108234531715	118.51182804522122	95.58816853788743	105.22577872165645	133.78409907463825	130.6733932780181	121.53689554998273	99.14353204603027	197.85088607212123	209.95266916707942	189.19396994280575	229.9139140931444	241.87872370333457	132.87427890577283	122.91820515653507	149.0101019245275	142.80544043948615	138.2389823707587	128.1350410617223
ENSDARG00000056615	1.9333815225348342e-12	2.0401778352081867e-9	1.0001961005103033	11	29795155	29818866	-1	protein_coding	cybb	cytochrome b-245, beta polypeptide (chronic granulomatous disease) [Source:ZFIN;Acc:ZDB-GENE-040426-1380]	122	136	196	127	151	170	134	123	172	139	122	224	305	230	319	315	144	162	138	102	107	166	134.45961353704632	127.97931930393028	163.24038651388977	127.54813429119446	138.72314755680932	156.24989087923905	133.02126744058458	117.53888704414645	198.9010941930895	146.90111722997912	147.50623060506945	235.7372259582721	258.20791974177104	227.82519940756714	357.7684809546979	308.4688176783417	142.7902698688902	163.21925602753018	118.86354951205084	112.91592964982625	108.76155230640573	151.93154868747072
ENSDARG00000073820	3.718752215697873e-12	3.745797686357494e-9	2.9104797591255944	14	11504504	11507426	-1	protein_coding	zgc:174917	zgc:174917 [Source:ZFIN;Acc:ZDB-GENE-070928-42]	66	61	92	200	85	97	59	67	105	66	71	560	921	690	503	1055	276	73	68	58	71	202	72.74044666758243	57.40248880543932	76.62303856774417	200.86320360818024	78.08918902204499	89.15434950168346	58.56906551488426	64.02524741429116	121.4221795946186	69.75160961999009	85.8437899422945	589.3430648956803	779.703259285807	683.4755982227015	564.1302379943983	1033.1257227004776	273.68135058203956	73.54941783956606	58.57044468709752	64.20709725186198	72.16888050238137	184.8805592461993
ENSDARG00000003570	4.1738335695608414e-12	4.021397908759489e-9	0.4407833142747087	4	9836465	9843836	1	protein_coding	hsp90b1	heat shock protein 90, beta (grp94), member 1 [Source:ZFIN;Acc:ZDB-GENE-031002-1]	1507	1675	1862	1648	1742	1401	1390	1356	1205	1342	1223	1805	2828	2383	1902	2167	1632	1605	1650	1518	1366	1628	1660.9068655764656	1576.2158811329648	1550.7836718819528	1655.1127977314052	1600.3690267812044	1287.6829242459642	1379.847475689646	1295.794559608639	1393.4640610620515	1418.2827289397985	1478.6895084426224	1899.5789859583979	2394.1376951794377	2360.4671747314455	2133.1525102690766	2122.069612409417	1618.2897251807556	1617.0796661986785	1421.1946137310426	1680.4547177297673	1388.4886023415909	1490.0274774891707
ENSDARG00000077799	8.08636824073915e-12	7.466413342282482e-9	-0.8249376898593891	23	45579497	45581626	1	protein_coding	egr4	early growth response 4 [Source:ZFIN;Acc:ZDB-GENE-080204-90]	338	383	428	233	396	169	166	199	170	148	169	161	229	194	175	205	145	172	197	171	159	239	372.51925717640705	360.4123477456272	356.4637011629838	234.00563220352998	363.80375120858605	155.33077387406706	164.7875402622167	190.1645408275215	196.58829077223962	156.41270035997778	204.33240141194045	169.43613115750807	193.8675856421822	192.16560297855665	196.26797544536717	200.74954801288902	143.78186896520194	173.29451874527894	169.6820235787972	189.30023500117932	161.6176338011076	218.74482009822592
ENSDARG00000053836	8.784218251254057e-12	7.786331057911595e-9	1.6916735021144296	2	37851124	37864665	-1	protein_coding	si:ch211-284o19.8	si:ch211-284o19.8 [Source:ZFIN;Acc:ZDB-GENE-070912-289]	27	27	41	54	34	48	69	53	78	39	45	86	112	99	141	126	50	29	32	40	16	39	29.757455454920088	25.40765897945675	34.14722370953817	54.233064974208666	31.235675608817996	44.117616248255736	68.4960257716443	50.64683750682733	90.19933341314524	41.21686022999415	54.40803587891906	90.50625639469375	94.817334462552	98.06389017977891	158.13591164455298	123.38752707133666	49.57995481558687	29.21826188147145	27.56256220569295	44.28075672542206	16.26340969067749	35.694761438622635
ENSDARG00000094678	9.162010501979772e-12	7.808852027841222e-9	1.3256624877823404	1	44784793	44796531	-1	protein_coding	si:dkey-9i23.6	si:dkey-9i23.6 [Source:ZFIN;Acc:ZDB-GENE-090313-365]	28	37	41	45	37	20	15	16	21	25	25	65	138	75	88	91	25	21	21	27	25	19	30.85958343473194	34.81790304592221	34.14722370953817	45.19422081184055	33.99176463312546	18.382340103439887	14.890440385140066	15.2896113228158	24.28443591892372	26.421064249996245	30.226686599399475	68.40589146110574	116.8285013913587	74.2908258937719	98.69475336681322	89.11321399596537	24.789977407793437	21.158051707272428	18.087931447486	29.88951078965989	25.411577641683582	17.38975557266231
ENSDARG00000076914	3.428621527189234e-11	2.8140093719449416e-8	1.2873456433559975	9	18572970	18587754	1	protein_coding	lacc1	laccase (multicopper oxidoreductase) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-155]	45	40	74	48	46	34	12	20	24	23	17	82	166	114	90	146	33	31	29	27	15	27	49.59575909153348	37.640976265861845	61.63157450014205	48.20716886596326	42.260031706047876	31.24997817584781	11.912352308112052	19.11201415351975	27.753641050198535	24.307379109996546	20.554146887591642	86.29666307401033	140.5328350069967	112.92205535853329	100.9378159433317	142.9728488286917	32.722770178287334	31.233314425021206	24.978571998909235	29.88951078965989	15.246946585010148	24.71175791904644
ENSDARG00000037421	3.751850861736395e-11	2.96932196771709e-8	-0.47430723180658146	14	21332522	21336385	-1	protein_coding	egr1	early growth response 1 [Source:NCBI gene;Acc:30498]	1968	2827	2816	1927	2686	1753	1502	1770	1356	1348	1324	1551	2130	1760	1398	1620	1324	1434	1768	1363	1402	1696	2168.987864269731	2660.275997589786	2345.331267464865	1935.3169667648167	2467.618373096622	1611.2121100665063	1491.0294305653586	1691.4132525864977	1568.0807193362173	1424.6237843597976	1600.8053223041961	1632.2698100950001	1803.2225214753191	1743.3580476405139	1567.900740986419	1586.411062345757	1312.8772035167403	1444.7926737251744	1522.8315618645354	1508.8667854187568	1425.0812741456152	1552.2644974334357
ENSDARG00000014340	4.60697325988417e-11	3.520363015139076e-8	0.7606368923291067	16	46725087	46741779	1	protein_coding	rab11al	RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]	80	108	130	143	133	109	118	128	89	122	94	170	257	200	162	182	125	124	165	102	139	120	88.1702383849484	101.630635917827	108.27168493268199	143.61719057984888	122.18661341096451	100.18375356374739	117.13813102976852	122.3168905825264	102.91975222781957	128.93479353998168	113.65234161374202	178.90771612904578	217.57191925782018	198.1088690500584	181.68806869799704	178.22642799193073	123.94988703896718	124.93325770008482	142.11946137310426	112.91592964982625	141.2883716877607	109.83003519576197
ENSDARG00000104773	5.6528172428834847e-11	4.125908562755881e-8	-0.47947137383781485	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	794	1066	946	875	987	558	461	571	467	448	481	571	708	676	606	658	496	519	595	545	490	596	875.089615970613	1003.1320174852182	787.8847226639782	878.7765157857885	906.7532889971577	512.8672888859729	457.632867836638	545.6480040829888	540.0395987684465	473.46547135993274	581.5614501724459	600.9194465275597	599.3810071382751	669.6079773891973	679.6479606851001	644.3570858169803	491.8331517706218	522.9061350511614	512.4913910121032	603.3253103838756	498.0669217769982	545.4891748056177
ENSDARG00000105749	5.7718034948299776e-11	4.125908562755881e-8	1.0878107084554824	4	72486529	72488135	-1	unprocessed_pseudogene	CR788316.2	NA	127	163	190	175	137	101	97	77	130	129	104	259	416	271	267	416	202	169	181	113	111	193	139.9702534361056	153.38697828338704	158.24323182468905	175.7553031571577	125.8613987767078	92.83081752237143	96.29151449057242	73.58125449105103	150.33222235524207	136.33269152998062	125.74301625350182	272.5711675142521	352.1786708609074	268.4375175628291	299.4488539652174	407.3746925529845	200.30301745497096	170.2719399299543	155.90074247595075	125.09313774931732	112.8274047290751	176.64330660651714
ENSDARG00000018491	6.195151539636921e-11	4.290142441198568e-8	0.6301885564179356	24	17334678	17341458	1	protein_coding	pdia4	protein disulfide isomerase family A, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5493]	389	420	483	399	469	329	272	295	308	331	269	473	789	715	514	746	377	374	435	422	382	398	428.72778414681164	395.2302507915494	402.27095248065694	400.72209119831956	430.86858413340116	302.38949470158616	270.0133189838732	281.9022087644163	356.1717268108812	349.81489066995033	325.23914780953834	497.78441017081565	667.9542579549421	708.2392068539588	576.4670821652498	730.5325015493424	373.832859309525	376.8148256438042	374.67857998363854	467.1619834532027	388.28890636492514	364.2696167326105
ENSDARG00000109648	7.383683193264166e-11	4.958255138264664e-8	1.3221868744824967	25	13180468	13188678	-1	protein_coding	si:ch211-147m6.1	si:ch211-147m6.1 [Source:ZFIN;Acc:ZDB-GENE-131120-57]	97	140	185	145	120	167	106	104	192	131	77	229	385	301	342	383	77	101	90	114	52	101	106.90641404174994	131.74341693051647	154.07893625035513	145.62582261593067	110.24356097229881	153.49253986372307	105.22577872165645	99.3824735983027	222.02912840158828	138.44637666998034	93.09819472615038	240.9992176091264	325.9345872150225	298.15384792033785	383.5637005846604	375.05891165334873	76.35313041600378	101.76015344926263	77.51970620351142	126.20015666745287	52.85608149470185	92.44027962309966
ENSDARG00000010231	8.939262086090243e-11	5.8262955243458755e-8	0.5189282726342982	15	9053059	9069172	1	protein_coding	ppm1na	protein phosphatase, Mg2+/Mn2+ dependent, 1Na (putative) [Source:ZFIN;Acc:ZDB-GENE-040426-2731]	193	272	270	247	275	310	269	302	191	246	208	333	423	355	273	351	272	264	306	256	256	251	212.71070010368803	255.95863860786056	224.87196101403183	248.0660564561026	252.64149389485144	284.9262716033183	267.0352309068452	288.5914137181482	220.87272669116334	259.98327221996306	251.48603250700364	350.4486439468956	358.1047542648169	351.6432425638536	306.1780416947728	343.7223968415807	269.7149541967926	265.9869357485677	263.56700109193883	283.39684304270116	260.21455505083986	229.7278236178021
ENSDARG00000039142	1.2180319025450318e-10	7.711881988685115e-8	0.5161442938643119	2	20967673	20975677	1	protein_coding	arpc5a	actin related protein 2/3 complex, subunit 5A [Source:ZFIN;Acc:ZDB-GENE-030131-8448]	429	517	567	452	496	453	400	462	362	445	400	586	801	683	565	757	540	468	595	510	399	463	472.81290333928587	486.5096182362644	472.23111812946684	453.95084015448737	455.6733853521684	416.3600033429135	397.0784102704017	441.4875269463062	418.6174191738279	470.2949436499332	483.6269855903916	616.7054214801226	678.1132580759298	676.5417878059494	633.6651778664711	741.3044285158877	535.4635120083382	471.5222951906427	512.4913910121032	564.5796482491313	405.56877916126996	423.76088579698154
ENSDARG00000104672	2.0366618971911926e-10	1.2536785456043563e-7	0.5559209208389281	KN149880.1	4887	50623	1	protein_coding	CABZ01074397.1	NACHT, LRR and PYD domains-containing protein 3-like [Source:NCBI gene;Acc:100535428]	219	341	334	330	293	329	303	282	237	288	234	350	519	468	380	430	328	255	339	228	281	281	241.36602757879626	320.88932266647225	278.174944365506	331.4242859534974	269.17802804069623	302.38949470158616	300.7868957798293	269.47939956462847	274.06720537071055	304.37066015995674	282.9217865703791	368.33941555980016	439.3767552327186	463.5747535771366	426.1818895385116	421.08441778313306	325.24450359024985	256.91919930259377	291.9908933665597	252.40031333490575	285.62613269252347	257.1853324167426
ENSDARG00000054196	2.252510242019606e-10	1.349070999004175e-7	-1.1332730236615594	7	29163762	29176207	1	protein_coding	slc38a8b	solute carrier family 38 member 8b [Source:ZFIN;Acc:ZDB-GENE-121005-6]	45	78	80	65	60	65	43	49	48	38	42	27	30	27	32	27	42	45	57	38	41	59	49.59575909153348	73.39990371843061	66.62872918934276	65.28054117265857	55.121780486149405	59.742605336179636	42.68592910406819	46.82443467612338	55.50728210039707	40.160017659994296	50.78083348699112	28.414754914613155	25.397500302469282	26.744697321757883	35.88900122429571	26.440184372429286	41.64716204509297	45.33868222986949	49.095813928890564	42.066718889150955	41.67498733236108	53.99976730458296
ENSDARG00000090548	3.214233301614585e-10	1.8744055253626104e-7	0.7060671133158962	24	11058151	11069237	-1	protein_coding	CR753886.1	GTPase IMAP family member 4 [Source:NCBI gene;Acc:793765]	106	99	143	148	126	152	134	152	133	157	103	169	224	177	180	227	162	133	151	146	129	151	116.82556586005664	93.16141625800807	119.09885342595018	148.6387706700534	115.75573902091375	139.70578478614314	133.02126744058458	145.25130756675009	153.80142748651687	165.92428348997643	124.53394878952584	177.85531779887492	189.634668925104	175.32634910930167	201.8756318866634	222.29340194597955	160.63905360250146	134.00099414605873	130.0608404081136	161.6247620477905	131.1237406310873	138.20279428800046
ENSDARG00000104919	3.934520377750074e-10	2.2356146556651701e-7	2.585186055239178	14	11430796	11438060	1	protein_coding	si:ch211-153b23.3	si:ch211-153b23.3 [Source:ZFIN;Acc:ZDB-GENE-141216-408]	108	199	163	287	227	98	54	51	112	78	86	796	1621	1004	932	1413	308	72	59	54	79	157	119.02982181968035	187.26385692266268	135.7560357232859	288.23869717773863	208.5440695059319	90.07346650685545	53.60558538650424	48.73563609147536	129.51699156759315	82.4337204599883	103.9798019019342	837.7090708160026	1372.311599676757	994.5065226312931	1045.2671606576127	1383.7029821571325	305.4125216640151	72.54189156779118	50.818474066746376	59.77902157931978	80.30058534772012	143.69429604778855
